rc_study_id,BioProject,organism,Run,complete
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632993,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632992,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632991,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632990,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632989,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302269,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302268,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302267,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302266,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302265,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302264,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302263,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302262,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302261,FALSE
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302260,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255560,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255561,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255562,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255563,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255564,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255565,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255566,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255567,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255568,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255569,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255570,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255571,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255572,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255573,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255574,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255575,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255576,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255577,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255578,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255579,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255580,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255581,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255582,FALSE
PRJNA417116,PRJNA417116,Mus musculus,SRR6255583,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348553,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348554,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348555,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348556,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348557,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348558,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348559,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348560,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348561,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348562,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348563,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348564,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348565,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348566,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348567,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348568,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348569,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348570,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348571,FALSE
PRJNA421178,PRJNA421178,Saccharomyces cerevisiae,SRR6348572,FALSE
PRJNA438895,PRJNA438895,Vibrio vulnificus,SRR8258332,FALSE
PRJNA438895,PRJNA438895,Vibrio vulnificus,SRR8258333,FALSE
PRJNA438895,PRJNA438895,Vibrio vulnificus,SRR8258336,FALSE
PRJNA438895,PRJNA438895,Vibrio vulnificus,SRR8258337,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876916,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876917,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876918,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876919,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876920,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876921,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876922,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876923,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876924,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876925,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876926,FALSE
PRJNA445183,PRJNA445183,Mus musculus,SRR6876927,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671761,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671762,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671763,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671764,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671765,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671766,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671767,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671768,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671769,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671770,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671771,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR12671772,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880571,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880572,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880573,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880574,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880575,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880576,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880577,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880578,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880579,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880580,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880581,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880582,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880583,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880584,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880585,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880586,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880587,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880588,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880589,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880590,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880591,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880592,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880593,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880594,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880595,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880596,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880597,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880598,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880599,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880600,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880601,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880602,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880603,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880604,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880605,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880606,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880607,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880608,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880609,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880610,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880611,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880612,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880613,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880614,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880615,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880616,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880617,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880618,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880619,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880620,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880621,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880622,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880623,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880624,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880625,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880626,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880627,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880628,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880629,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880630,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880631,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880632,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880633,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880634,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880635,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880636,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880637,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880638,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880639,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880640,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880641,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880642,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880643,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880644,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880645,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880646,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880647,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880648,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880649,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880650,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880651,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880652,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880653,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880654,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880655,FALSE
PRJNA445295,PRJNA445295,Mus musculus,SRR6880656,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074420,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074421,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074422,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074423,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074424,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074425,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074426,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074427,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074428,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074429,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074430,FALSE
PRJNA453992,PRJNA453992,Mus musculus,SRR7074431,FALSE
PRJNA474431,PRJNA474431,Oikopleura dioica,SRR7252574,FALSE
PRJNA474431,PRJNA474431,Oikopleura dioica,SRR7252575,FALSE
PRJNA474431,PRJNA474431,Oikopleura dioica,SRR7252576,FALSE
PRJNA474431,PRJNA474431,Oikopleura dioica,SRR7252577,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698526,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698527,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698528,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698529,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698530,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698531,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698532,FALSE
PRJNA486172,PRJNA486172,Streptomyces avermitilis,SRR7698533,FALSE
PRJNA499089,PRJNA499089,Mus musculus,SRR8130804,FALSE
PRJNA499089,PRJNA499089,Mus musculus,SRR8130805,FALSE
PRJNA499089,PRJNA499089,Mus musculus,SRR8130806,FALSE
PRJNA499089,PRJNA499089,Mus musculus,SRR8130807,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494660,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494662,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494664,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494666,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494668,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494670,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494672,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494674,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494676,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494678,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494680,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494682,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494684,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494686,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494688,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494690,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494692,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494694,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494696,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494698,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494700,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494702,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494704,FALSE
PRJNA517401,PRJNA517401,Mus musculus,SRR8494706,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594313,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594312,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594311,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594310,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594309,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594308,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594299,FALSE
PRJNA523300,PRJNA523300,Oryza sativa,SRR8594298,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668645,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668646,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668647,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668648,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668649,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668650,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668653,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668654,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668655,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668656,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668657,FALSE
PRJNA525595,PRJNA525595,Mycolicibacterium smegmatis,SRR8668658,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830769,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830770,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830771,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830773,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830774,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830775,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830776,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830777,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830778,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830779,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR8830780,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309991,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309992,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309993,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309994,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309995,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309996,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309997,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309998,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9309999,FALSE
PRJNA530200,PRJNA530200,Saccharomyces cerevisiae,SRR9310000,FALSE
PRJNA540869,PRJNA540869,Bacteroides thetaiotaomicron,SRR9005127,FALSE
PRJNA540869,PRJNA540869,Bacteroides thetaiotaomicron,SRR9005126,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596320,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596310,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596309,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596307,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596306,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596305,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596308,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596304,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596303,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596302,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596301,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596299,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596298,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596297,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596300,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596296,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596295,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596294,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596293,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596286,FALSE
PRJNA550323,PRJNA550323,Rattus norvegicus,SRR9596285,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693966,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693967,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693968,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693969,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693970,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693971,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693972,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693973,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693974,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693975,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693976,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693977,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693978,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693979,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693980,FALSE
PRJNA553494,PRJNA553494,Mus musculus,SRR9693981,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715825,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715826,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715827,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715828,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715829,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715830,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715831,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715832,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715833,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715834,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715835,FALSE
PRJNA555528,PRJNA555528,Mus musculus,SRR9715836,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897233,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897234,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897235,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897236,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897237,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897238,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897239,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897264,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897265,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897266,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897267,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897268,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897269,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897270,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897271,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897272,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897273,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897274,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897275,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897276,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897277,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897278,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897279,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897280,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897281,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897282,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897283,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897284,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897285,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897286,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897287,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897338,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897312,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897313,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897314,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897315,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897316,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897317,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897318,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897319,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897320,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897321,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897322,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897323,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897324,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897325,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897326,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897327,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897328,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897329,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897330,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897331,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897332,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897333,FALSE
PRJNA558435,PRJNA558435,Saccharomyces cerevisiae,SRR9897334,FALSE
